datetime;conductivity;temperature1;temperature 1 corrected;pressure;temperature2;temperature 2 corrected;voltage;Remarks
2024-01-27T20:29:35;0;27.18;27.23;0.003;26.7;27.14;3.836;
2024-01-27T20:29:36;0;27.19;27.24;0.002;26.7;27.14;3.852;
2024-01-27T20:29:37;0;27.2;27.25;-0.001;26.7;27.14;3.854;
2024-01-27T20:29:38;23920;27.19;27.24;0.001;26.7;27.14;3.852;Mise à l'eau
2024-01-27T20:29:38;67870;27.16;27.21;0.207;26.7;27.14;3.85;
2024-01-27T20:29:39;67760;27.15;27.2;0.3;26.7;27.14;3.852;
2024-01-27T20:29:40;67680;27.14;27.19;0.505;26.7;27.14;3.846;
2024-01-27T20:29:40;67650;27.13;27.18;0.784;26.7;27.14;3.844;
2024-01-27T20:29:41;67650;27.13;27.18;1.482;26.7;27.14;3.854;
2024-01-27T20:29:42;67670;27.12;27.17;1.756;26.6;27.04;3.854;
2024-01-27T20:29:43;67700;27.13;27.18;2.043;26.6;27.04;3.854;
2024-01-27T20:29:43;67670;27.11;27.16;2.516;26.6;27.04;3.854;
2024-01-27T20:29:44;67710;27.13;27.18;3.265;26.6;27.04;3.856;
2024-01-27T20:29:45;67730;27.11;27.16;3.41;26.6;27.04;3.858;
2024-01-27T20:29:46;67730;27.13;27.18;3.769;26.6;27.04;3.856;
2024-01-27T20:29:46;67790;27.12;27.17;4.353;26.5;26.94;3.856;
2024-01-27T20:29:47;67770;27.13;27.18;4.814;26.5;26.94;3.86;
2024-01-27T20:29:48;67790;27.11;27.16;5.413;26.5;26.94;3.858;
2024-01-27T20:29:49;67800;27.13;27.18;5.614;26.5;26.94;3.856;
2024-01-27T20:29:49;67770;27.12;27.17;5.812;26.5;26.94;3.86;
2024-01-27T20:29:50;67820;27.13;27.18;5.918;26.5;26.94;3.86;
2024-01-27T20:29:51;67840;27.12;27.17;5.812;26.5;26.94;3.858;
2024-01-27T20:29:52;67790;27.13;27.18;5.843;26.5;26.94;3.864;
2024-01-27T20:29:52;67850;27.11;27.16;5.987;26.5;26.94;3.858;
2024-01-27T20:29:53;67850;27.15;27.2;5.912;26.5;26.94;3.856;
2024-01-27T20:29:54;67810;27.12;27.17;5.924;26.5;26.94;3.858;
2024-01-27T20:29:54;67810;27.12;27.17;6.11;26.5;26.94;3.86;
2024-01-27T20:29:55;67850;27.13;27.18;6.176;26.5;26.94;3.856;
2024-01-27T20:29:56;67840;27.13;27.18;5.994;26.5;26.94;3.856;
2024-01-27T20:29:57;67810;27.13;27.18;5.664;26.4;26.83;3.856;
2024-01-27T20:29:57;67860;27.13;27.18;5.374;26.4;26.83;3.856;
2024-01-27T20:29:58;67840;27.14;27.19;5.462;26.4;26.83;3.856;
2024-01-27T20:29:59;67840;27.13;27.18;5.923;26.4;26.83;3.858;
2024-01-27T20:30:00;67860;27.11;27.16;6.289;26.4;26.83;3.856;
2024-01-27T20:30:00;67890;27.13;27.18;6.187;26.4;26.83;3.858;
2024-01-27T20:30:01;67860;27.11;27.16;5.722;26.4;26.83;3.858;
2024-01-27T20:30:02;67870;27.13;27.18;5.321;26.4;26.83;3.854;
2024-01-27T20:30:03;67840;27.13;27.18;5.338;26.4;26.83;3.856;
2024-01-27T20:30:03;67870;27.14;27.19;5.678;26.4;26.83;3.86;
2024-01-27T20:30:04;67840;27.13;27.18;5.984;26.4;26.83;3.854;
2024-01-27T20:30:05;67820;27.09;27.14;6.069;26.4;26.83;3.856;
2024-01-27T20:30:06;67870;27.14;27.19;5.859;26.4;26.83;3.858;
2024-01-27T20:30:06;67820;27.13;27.18;5.714;26.4;26.83;3.86;
2024-01-27T20:30:07;67870;27.13;27.18;5.822;26.4;26.83;3.856;
2024-01-27T20:30:08;67800;27.1;27.15;5.907;26.4;26.83;3.86;
2024-01-27T20:30:08;67850;27.13;27.18;5.614;26.4;26.83;3.856;
2024-01-27T20:30:09;67850;27.11;27.16;5.35;26.4;26.83;3.854;
2024-01-27T20:30:10;67860;27.12;27.17;5.361;26.4;26.83;3.858;
2024-01-27T20:30:11;67850;27.11;27.16;5.546;26.4;26.83;3.858;
2024-01-27T20:30:11;67820;27.13;27.18;5.723;26.4;26.83;3.856;
2024-01-27T20:30:12;67850;27.13;27.18;5.745;26.4;26.83;3.86;
2024-01-27T20:30:13;67850;27.13;27.18;5.64;26.4;26.83;3.856;
2024-01-27T20:30:14;67850;27.12;27.17;5.563;26.4;26.83;3.856;
2024-01-27T20:30:14;67850;27.13;27.18;5.445;26.4;26.83;3.858;
2024-01-27T20:30:15;67850;27.11;27.16;5.43;26.4;26.83;3.858;
2024-01-27T20:30:16;67850;27.14;27.19;5.521;26.4;26.83;3.856;
2024-01-27T20:30:17;67900;27.13;27.18;5.65;26.4;26.83;3.854;
2024-01-27T20:30:17;67880;27.13;27.18;5.74;26.4;26.83;3.856;
2024-01-27T20:30:18;67900;27.11;27.16;5.292;26.4;26.83;3.856;
2024-01-27T20:30:19;67880;27.12;27.17;4.639;26.4;26.83;3.862;
2024-01-27T20:30:19;67870;27.12;27.17;4.153;26.4;26.83;3.856;
2024-01-27T20:30:20;67850;27.1;27.15;3.811;26.4;26.83;3.858;
2024-01-27T20:30:21;67900;27.14;27.19;3.292;26.4;26.83;3.858;
2024-01-27T20:30:22;67870;27.11;27.16;2.761;26.3;26.73;3.86;
2024-01-27T20:30:22;67920;27.13;27.18;2.393;26.3;26.73;3.858;
2024-01-27T20:30:23;67860;27.13;27.18;2.109;26.3;26.73;3.856;
2024-01-27T20:30:24;67900;27.13;27.18;1.696;26.3;26.73;3.856;
2024-01-27T20:30:25;67880;27.13;27.18;1.371;26.3;26.73;3.858;
2024-01-27T20:30:25;67900;27.13;27.18;0.978;26.3;26.73;3.856;
2024-01-27T20:30:26;67910;27.13;27.18;0.675;26.3;26.73;3.854;
2024-01-27T20:30:27;67910;27.11;27.16;0.72;26.3;26.73;3.856;
2024-01-27T20:30:28;67880;27.12;27.17;0.798;26.3;26.73;3.858;
2024-01-27T20:30:28;67900;27.14;27.19;0.704;26.3;26.73;3.858;
2024-01-27T20:30:29;67850;27.12;27.17;0.381;26.3;26.73;3.86;Début du profil
2024-01-27T20:30:30;67900;27.12;27.17;0.754;26.3;26.73;3.854;
2024-01-27T20:30:31;67910;27.11;27.16;1.203;26.3;26.73;3.856;
2024-01-27T20:30:31;67900;27.13;27.18;1.674;26.3;26.73;3.858;
2024-01-27T20:30:32;67870;27.13;27.18;1.965;26.3;26.73;3.86;
2024-01-27T20:30:33;67920;27.13;27.18;2.206;26.3;26.73;3.858;
2024-01-27T20:30:33;67890;27.11;27.16;2.495;26.3;26.73;3.86;
2024-01-27T20:30:34;67920;27.12;27.17;3.106;26.3;26.73;3.862;
2024-01-27T20:30:35;67910;27.11;27.16;3.779;26.3;26.73;3.864;
2024-01-27T20:30:36;67890;27.13;27.18;4.462;26.3;26.73;3.86;
2024-01-27T20:30:36;67890;27.13;27.18;5.098;26.3;26.73;3.864;
2024-01-27T20:30:37;67910;27.13;27.18;5.368;26.3;26.73;3.864;
2024-01-27T20:30:38;67940;27.12;27.17;5.529;26.3;26.73;3.86;
2024-01-27T20:30:39;67910;27.13;27.18;5.906;26.3;26.73;3.86;
2024-01-27T20:30:39;67940;27.13;27.18;6.391;26.4;26.83;3.86;
2024-01-27T20:30:40;67890;27.13;27.18;7.018;26.4;26.83;3.864;
2024-01-27T20:30:41;67980;27.13;27.18;7.681;26.4;26.83;3.864;
2024-01-27T20:30:42;67920;27.13;27.18;8.362;26.4;26.83;3.86;
2024-01-27T20:30:42;67970;27.13;27.18;9.059;26.4;26.83;3.86;
2024-01-27T20:30:43;68000;27.13;27.18;9.741;26.4;26.83;3.864;
2024-01-27T20:30:44;68000;27.12;27.17;10.422;26.4;26.83;3.864;
2024-01-27T20:30:45;67990;27.12;27.17;11.103;26.4;26.83;3.86;
2024-01-27T20:30:45;68020;27.13;27.18;11.723;26.4;26.83;3.866;
2024-01-27T20:30:46;68000;27.14;27.19;12.405;26.4;26.83;3.864;
2024-01-27T20:30:47;68040;27.11;27.16;13.106;26.4;26.83;3.864;
2024-01-27T20:30:47;68000;27.1;27.15;13.817;26.4;26.83;3.864;
2024-01-27T20:30:48;68070;27.13;27.18;14.527;26.4;26.83;3.864;
2024-01-27T20:30:49;68050;27.1;27.15;15.146;26.4;26.83;3.864;
2024-01-27T20:30:50;68050;27.13;27.18;15.739;26.4;26.83;3.86;
2024-01-27T20:30:50;68040;27.13;27.18;16.377;26.4;26.83;3.862;
2024-01-27T20:30:51;68120;27.13;27.18;17.053;26.4;26.83;3.864;
2024-01-27T20:30:52;68100;27.11;27.16;17.772;26.4;26.83;3.862;
2024-01-27T20:30:53;68120;27.1;27.15;18.428;26.4;26.83;3.862;
2024-01-27T20:30:53;68100;27.1;27.15;19.151;26.4;26.83;3.86;
2024-01-27T20:30:54;68150;27.11;27.16;19.84;26.4;26.83;3.864;
2024-01-27T20:30:55;68150;27.11;27.16;20.535;26.4;26.83;3.86;
2024-01-27T20:30:56;68170;27.1;27.15;21.237;26.4;26.83;3.862;
2024-01-27T20:30:56;68180;27.08;27.13;21.938;26.4;26.83;3.86;
2024-01-27T20:30:57;68210;27.1;27.15;22.613;26.4;26.83;3.858;
2024-01-27T20:30:58;68300;27.1;27.15;23.288;26.4;26.83;3.856;
2024-01-27T20:30:59;68450;27.11;27.16;24.006;26.4;26.83;3.854;
2024-01-27T20:30:59;68530;27.13;27.18;24.728;26.4;26.83;3.86;
2024-01-27T20:31:00;68540;27.15;27.2;25.39;26.5;26.94;3.854;
2024-01-27T20:31:01;68650;27.15;27.2;26.013;26.5;26.94;3.856;
2024-01-27T20:31:01;68610;27.19;27.24;26.665;26.5;26.94;3.854;
2024-01-27T20:31:02;68640;27.2;27.25;27.262;26.5;26.94;3.856;
2024-01-27T20:31:03;68660;27.19;27.24;27.061;26.5;26.94;3.856;
2024-01-27T20:31:04;68660;27.18;27.23;26.887;26.5;26.94;3.856;
2024-01-27T20:31:04;68670;27.2;27.25;27.217;26.5;26.94;3.858;
2024-01-27T20:31:05;68640;27.2;27.25;27.816;26.5;26.94;3.858;
2024-01-27T20:31:06;68670;27.2;27.25;28.084;26.5;26.94;3.854;
2024-01-27T20:31:07;68650;27.19;27.24;28.14;26.5;26.94;3.856;
2024-01-27T20:31:07;68670;27.19;27.24;28.717;26.5;26.94;3.856;
2024-01-27T20:31:08;68690;27.21;27.26;29.346;26.5;26.94;3.856;
2024-01-27T20:31:09;68670;27.21;27.26;30.027;26.5;26.94;3.858;
2024-01-27T20:31:10;68720;27.2;27.25;30.682;26.5;26.94;3.858;
2024-01-27T20:31:10;68680;27.2;27.25;31.347;26.5;26.94;3.858;
2024-01-27T20:31:11;68700;27.19;27.24;32.008;26.5;26.94;3.856;
2024-01-27T20:31:12;68670;27.19;27.24;32.678;26.5;26.94;3.856;
2024-01-27T20:31:13;68700;27.21;27.26;33.271;26.6;27.04;3.858;
2024-01-27T20:31:13;68760;27.19;27.24;33.864;26.6;27.04;3.86;
2024-01-27T20:31:14;68800;27.2;27.25;34.517;26.6;27.04;3.858;
2024-01-27T20:31:15;68780;27.23;27.28;35.145;26.6;27.04;3.858;
2024-01-27T20:31:15;68880;27.22;27.27;35.716;26.6;27.04;3.856;
2024-01-27T20:31:16;68910;27.22;27.27;36.114;26.6;27.04;3.856;
2024-01-27T20:31:17;68870;27.23;27.28;35.912;26.6;27.04;3.858;
2024-01-27T20:31:18;68870;27.25;27.3;35.949;26.6;27.04;3.854;
2024-01-27T20:31:18;68860;27.25;27.3;36.483;26.6;27.04;3.856;
2024-01-27T20:31:19;68890;27.25;27.3;37.117;26.6;27.04;3.854;
2024-01-27T20:31:20;68920;27.25;27.3;37.743;26.6;27.04;3.854;
2024-01-27T20:31:21;68910;27.25;27.3;38.234;26.6;27.04;3.856;
2024-01-27T20:31:21;68900;27.25;27.3;38.421;26.6;27.04;3.858;
2024-01-27T20:31:22;68930;27.24;27.29;38.982;26.6;27.04;3.856;
2024-01-27T20:31:23;68980;27.25;27.3;39.608;26.6;27.04;3.854;
2024-01-27T20:31:24;68900;27.27;27.32;40.26;26.6;27.04;3.854;
2024-01-27T20:31:24;68980;27.23;27.28;40.911;26.6;27.04;3.856;
2024-01-27T20:31:25;68950;27.23;27.28;41.526;26.6;27.04;3.856;
2024-01-27T20:31:26;68970;27.23;27.28;42.178;26.7;27.14;3.856;
2024-01-27T20:31:27;68970;27.23;27.28;42.75;26.7;27.14;3.854;
2024-01-27T20:31:27;68940;27.24;27.29;43.219;26.7;27.14;3.858;
2024-01-27T20:31:28;68950;27.24;27.29;43.267;26.7;27.14;3.856;
2024-01-27T20:31:29;68980;27.25;27.3;43.725;26.7;27.14;3.858;
2024-01-27T20:31:29;68970;27.25;27.3;44.344;26.7;27.14;3.856;
2024-01-27T20:31:30;69000;27.24;27.29;44.971;26.7;27.14;3.856;
2024-01-27T20:31:31;69020;27.25;27.3;45.583;26.7;27.14;3.856;
2024-01-27T20:31:32;68980;27.25;27.3;46.156;26.7;27.14;3.856;
2024-01-27T20:31:32;69000;27.25;27.3;46.537;26.7;27.14;3.856;
2024-01-27T20:31:33;68970;27.25;27.3;46.626;26.7;27.14;3.856;
2024-01-27T20:31:34;68980;27.24;27.29;46.748;26.7;27.14;3.854;
2024-01-27T20:31:35;69000;27.25;27.3;46.905;26.7;27.14;3.858;
2024-01-27T20:31:35;69030;27.25;27.3;47.462;26.7;27.14;3.854;
2024-01-27T20:31:36;69000;27.24;27.29;48.072;26.7;27.14;3.856;
2024-01-27T20:31:37;69000;27.24;27.29;48.693;26.7;27.14;3.856;
2024-01-27T20:31:38;69020;27.25;27.3;49.241;26.7;27.14;3.854;
2024-01-27T20:31:38;68980;27.25;27.3;49.326;26.7;27.14;3.856;
2024-01-27T20:31:39;69020;27.26;27.31;49.195;26.7;27.14;3.858;
2024-01-27T20:31:40;69000;27.24;27.29;49.399;26.7;27.14;3.856;
2024-01-27T20:31:41;69020;27.27;27.32;49.899;26.7;27.14;3.858;
2024-01-27T20:31:41;69030;27.25;27.3;49.744;26.7;27.14;3.858;
2024-01-27T20:31:42;69030;27.25;27.3;49.433;26.7;27.14;3.858;
2024-01-27T20:31:43;69030;27.24;27.29;49.273;26.7;27.14;3.856;
2024-01-27T20:31:43;69000;27.26;27.31;49.162;26.7;27.14;3.854;
2024-01-27T20:31:44;69020;27.24;27.29;48.959;26.7;27.14;3.858;
2024-01-27T20:31:45;69000;27.25;27.3;48.822;26.7;27.14;3.858;
2024-01-27T20:31:46;69050;27.25;27.3;49.231;26.7;27.14;3.856;
2024-01-27T20:31:46;69000;27.25;27.3;49.801;26.7;27.14;3.856;
2024-01-27T20:31:47;69020;27.24;27.29;50.336;26.7;27.14;3.854;
2024-01-27T20:31:48;69050;27.26;27.31;50.904;26.7;27.14;3.854;
2024-01-27T20:31:49;69020;27.24;27.29;51.303;26.7;27.14;3.858;
2024-01-27T20:31:49;69030;27.25;27.3;51.7;26.7;27.14;3.856;
2024-01-27T20:31:50;69040;27.25;27.3;52.169;26.7;27.14;3.854;
2024-01-27T20:31:51;69040;27.25;27.3;52.668;26.8;27.24;3.856;
2024-01-27T20:31:52;69040;27.25;27.3;53.178;26.8;27.24;3.856;
2024-01-27T20:31:52;69110;27.24;27.29;53.639;26.8;27.24;3.856;
2024-01-27T20:31:53;69030;27.26;27.31;54.166;26.8;27.24;3.854;
2024-01-27T20:31:54;69070;27.25;27.3;54.714;26.8;27.24;3.856;
2024-01-27T20:31:55;69070;27.24;27.29;55.251;26.8;27.24;3.854;
2024-01-27T20:31:55;69060;27.22;27.27;55.76;26.8;27.24;3.854;
2024-01-27T20:31:56;69060;27.25;27.3;56.317;26.8;27.24;3.856;
2024-01-27T20:31:57;69060;27.25;27.3;56.898;26.8;27.24;3.858;
2024-01-27T20:31:57;69010;27.23;27.28;57.482;26.8;27.24;3.856;
2024-01-27T20:31:58;68980;27.23;27.28;58.029;26.8;27.24;3.854;
2024-01-27T20:31:59;69010;27.22;27.27;58.57;26.8;27.24;3.858;
2024-01-27T20:32:00;68980;27.19;27.24;59.112;26.8;27.24;3.856;
2024-01-27T20:32:00;68980;27.19;27.24;59.603;26.8;27.24;3.856;
2024-01-27T20:32:01;68950;27.19;27.24;59.592;26.8;27.24;3.856;
2024-01-27T20:32:02;69030;27.19;27.24;59.458;26.8;27.24;3.856;
2024-01-27T20:32:03;69010;27.18;27.23;59.336;26.8;27.24;3.86;
2024-01-27T20:32:03;68980;27.18;27.23;59.229;26.8;27.24;3.854;
2024-01-27T20:32:04;69010;27.19;27.24;59.024;26.8;27.24;3.856;
2024-01-27T20:32:05;69010;27.18;27.23;58.648;26.8;27.24;3.856;
2024-01-27T20:32:06;69010;27.17;27.22;58.182;26.8;27.24;3.858;
2024-01-27T20:32:06;69040;27.19;27.24;57.508;26.8;27.24;3.86;
2024-01-27T20:32:07;69010;27.2;27.25;56.8;26.7;27.14;3.856;
2024-01-27T20:32:08;69040;27.22;27.27;56.099;26.7;27.14;3.854;
2024-01-27T20:32:09;69080;27.24;27.29;55.599;26.7;27.14;3.854;
2024-01-27T20:32:09;69060;27.21;27.26;55.289;26.7;27.14;3.856;
2024-01-27T20:32:10;69080;27.24;27.29;54.691;26.7;27.14;3.854;
2024-01-27T20:32:11;69060;27.23;27.28;53.872;26.7;27.14;3.856;
2024-01-27T20:32:11;69070;27.23;27.28;53.088;26.7;27.14;3.858;
2024-01-27T20:32:12;69080;27.25;27.3;52.449;26.7;27.14;3.854;
2024-01-27T20:32:13;69080;27.24;27.29;51.863;26.7;27.14;3.854;
2024-01-27T20:32:14;69080;27.23;27.28;51.431;26.7;27.14;3.854;
2024-01-27T20:32:14;69110;27.23;27.28;50.879;26.7;27.14;3.856;
2024-01-27T20:32:15;69080;27.22;27.27;50.149;26.7;27.14;3.856;
2024-01-27T20:32:16;69080;27.26;27.31;49.58;26.7;27.14;3.856;
2024-01-27T20:32:17;69060;27.25;27.3;49.018;26.7;27.14;3.854;
2024-01-27T20:32:17;69060;27.25;27.3;48.385;26.7;27.14;3.854;
2024-01-27T20:32:18;69080;27.25;27.3;47.637;26.7;27.14;3.856;
2024-01-27T20:32:19;69080;27.24;27.29;46.86;26.7;27.14;3.858;
2024-01-27T20:32:20;69060;27.26;27.31;46.163;26.7;27.14;3.854;
2024-01-27T20:32:20;69060;27.25;27.3;45.454;26.7;27.14;3.856;
2024-01-27T20:32:21;69060;27.25;27.3;45.041;26.7;27.14;3.856;
2024-01-27T20:32:22;69060;27.25;27.3;44.845;26.7;27.14;3.854;
2024-01-27T20:32:22;69060;27.25;27.3;44.603;26.7;27.14;3.858;
2024-01-27T20:32:23;69060;27.26;27.31;44.171;26.7;27.14;3.856;
2024-01-27T20:32:24;69100;27.25;27.3;43.581;26.7;27.14;3.854;
2024-01-27T20:32:25;69030;27.26;27.31;43.077;26.7;27.14;3.854;
2024-01-27T20:32:25;69090;27.25;27.3;42.405;26.7;27.14;3.856;
2024-01-27T20:32:26;69070;27.24;27.29;41.704;26.7;27.14;3.854;
2024-01-27T20:32:27;69070;27.24;27.29;41.244;26.7;27.14;3.854;
2024-01-27T20:32:28;69060;27.25;27.3;40.884;26.7;27.14;3.854;
2024-01-27T20:32:28;69080;27.25;27.3;40.636;26.7;27.14;3.856;
2024-01-27T20:32:29;69060;27.25;27.3;40.294;26.7;27.14;3.854;
2024-01-27T20:32:30;69030;27.23;27.28;39.859;26.7;27.14;3.854;
2024-01-27T20:32:31;69060;27.24;27.29;39.243;26.7;27.14;3.856;
2024-01-27T20:32:31;69050;27.24;27.29;38.617;26.6;27.04;3.854;
2024-01-27T20:32:32;69060;27.25;27.3;37.957;26.6;27.04;3.856;
2024-01-27T20:32:33;69040;27.23;27.28;37.416;26.6;27.04;3.856;
2024-01-27T20:32:34;69040;27.25;27.3;37.027;26.6;27.04;3.854;
2024-01-27T20:32:34;69060;27.22;27.27;36.75;26.6;27.04;3.854;
2024-01-27T20:32:35;69050;27.24;27.29;36.591;26.6;27.04;3.854;
2024-01-27T20:32:36;69020;27.25;27.3;36.333;26.6;27.04;3.854;
2024-01-27T20:32:36;69020;27.25;27.3;35.881;26.6;27.04;3.854;
2024-01-27T20:32:37;69030;27.24;27.29;35.338;26.6;27.04;3.854;
